TOT_POP,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,Physicians,Patient Care,Primary Care,Patient Care Primary Care,General Surgeons,Patient Care General Surgeons,nurse practitioners,physician assistants,Total Hospitals (2019),Internal Medicine,Medicine/General,Specialist,ICU Beds_x,Total Population,Population Aged 60+,COUNTY_NAME,STATE_NAME,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,Heart disease_number,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code
13714,1648,1911,1601,1544,1688,2012,1642,1040,628,273.1,236.3,86.6,79.0,7.0,6.3,7.648919472,1.488595683,0.273095749,8.530884434,6.124507953,24.32119112,0,13610,3017,663,25,43.2,40.5,45.5,31.4,29.4,33.4,3311,7.6,6.8,8.4,801,8.8,7.5,10.1,924,10.8,9.9,11.8,1142,2.9,2.7,3.1,304,4
7042,633,730,808,723,787,1140,1138,727,356,263.2,231.8,90.3,81.7,7.3,6.3,3.702188564,1.737829469,0.079368044,3.512035958,3.082952469,9.715971417,0,7052,2107,1707,46,52.1,50.2,54.0,39.0,37.4,40.5,2264,9.5,8.8,10.4,554,9.9,8.7,11.2,573,15.6,14.6,16.6,905,3.9,3.7,4.2,228,6
14523,331,190,374,532,389,1635,488,246,296,224.8,199.9,72.9,66.5,6.2,5.4,685.0390663,404.3114408,36.18943754,751.467097,665.1106571,2345.601441,648,1892004,307269,1510,43,47.1,45.4,48.8,37.7,36.5,38.8,2523,6.6,6.1,7.1,1050,5.7,5.1,6.4,43,13.4,12.6,14.2,547,3.1,2.9,3.3,152,1
61537,8382,9125,8227,8463,7839,8110,6221,3349,1821,279.6,243.8,96.2,87.1,7.2,6.2,23.97882142,12.31609765,0.558479103,34.78904784,23.64280057,91.42722938,8,58671,10074,199,4,36.5,34.6,38.2,28.3,27.0,29.6,12936,5.6,5.2,6.1,2562,5.6,4.9,6.3,2544,10.6,10.0,11.3,4857,2.9,2.8,3.1,1332,2
17950,1397,1594,2194,2588,2531,2713,2756,1631,546,285.7,262.5,95.4,88.9,7.8,7.1,9.123811092,7.081590164,0.28049022,7.888393494,8.581740105,22.97183387,4,17747,4417,264,5,46.79391719745223,44.65812101910828,48.838694267515926,35.01929936305733,33.40611464968153,36.594713375796175,3156,5.3,4.7,6.1,814,4.6,3.7,5.7,705,13.073503184713378,12.088089171974522,14.05372611464968,1100,2.5,2.3,2.7,380,5
34709,5654,5424,3657,3569,3700,4565,4156,2368,1616,264.9,238.3,94.6,86.4,7.9,7.1,18.15581567,10.9854327,0.794055733,18.22148945,19.55884648,54.90925246,0,34513,7761,117,49,43.5,41.3,45.7,37.2,35.3,38.8,9109,8.4,7.6,9.3,2065,8.6,7.4,10.0,2113,11.1,10.2,12.0,2721,3.4,3.1,3.6,824,6
13840,1774,1821,1539,1538,1447,1818,1821,1049,1033,218.2,193.1,84.8,77.9,6.9,6.5,8.428155234,3.740487208,0.517441372,5.604153168,9.476193267,17.92188889,0,13944,3787,608,15,42.4,40.1,44.5,34.0,32.2,35.9,3586,8.0,7.2,8.9,847,7.4,6.3,8.5,777,10.8,9.8,11.7,1136,3.2,2.9,3.5,337,6
2742,341,551,376,348,365,378,207,110,66,240.4,219.1,92.8,84.8,9.2,8.6,1.470091302,1.255638237,0.17715688,1.053617234,1.681436352,2.97747879,0,2837,347,1472,41,54.7,52.7,56.5,35.01929936305733,33.40611464968153,36.594713375796175,901,10.6,9.9,11.5,209,10.5,9.3,11.8,207,18.3,12.088089171974522,19.3,359,3.446242038216561,3.2075159235668798,4.8,89,6
12277,1367,1434,1410,1260,1335,1754,1726,1308,683,217.1,196.7,77.2,71.2,7.6,6.9,6.372252664,1.343774212,0.253684477,5.739297334,4.691906967,15.9293758,0,12649,3542,17,0,46.79391719745223,44.65812101910828,60.9,43.2,33.40611464968153,44.5,4202,11.7,10.9,12.6,1139,12.7,11.5,14.0,1239,13.073503184713378,12.088089171974522,14.05372611464968,1994,3.446242038216561,3.2075159235668798,3.71047770700637,464,6
25439,3021,2886,3415,3830,3304,3212,3059,1810,902,207.6,188.2,79.9,75.0,7.0,6.5,11.01520327,1.764120677,0.742787654,7.588251143,14.22269541,30.69907609,6,26688,5393,153,3,58.9,44.65812101910828,60.3,35.01929936305733,33.40611464968153,36.594713375796175,9500,9.9,9.3,10.6,1993,10.3,9.3,11.3,2071,17.3,16.4,18.1,3458,4.1,3.8,4.3,812,5
34117,3864,4408,3763,3891,4071,4978,4599,2962,1581,253.1,225.8,85.1,77.8,8.1,7.4,28.96665086,6.007002058,0.579534594,18.07643992,12.5280261,50.91337398,7,33543,8761,138,42,48.0,45.6,50.2,35.3,33.7,37.0,9382,9.8,8.9,10.8,2607,11.7,9.9,13.5,3104,14.4,13.2,15.5,3815,3.6,3.4,3.9,965,6
43641,4996,5123,4835,4847,4996,6237,6245,3866,2496,320.5,273.3,100.8,88.2,8.7,7.2,23.86323817,19.31753494,0.678107153,35.35698404,24.54816047,91.21052349,5,44258,11961,36,38,47.7,45.3,50.3,33.5,31.7,35.4,11544,8.8,7.9,9.8,3042,9.7,8.4,11.3,3358,12.9,11.8,14.1,4445,3.4,3.2,3.7,1184,6
14523,331,190,16201,532,389,1635,488,246,296,224.8,199.9,72.9,66.5,6.2,5.4,51.17764032,30.20514671,2.703626857,56.1403206,49.68883624,175.2343082,12,129100,32206,1532,43,40.0,38.0,42.0,31.4,29.9,32.8,2523,7.2,6.6,8.0,1050,6.6,5.6,7.7,7530,11.4,10.5,12.4,547,3.0,2.8,3.2,152,2
19404,2565,2566,2360,2330,2323,2820,2283,1379,778,230.9,214.6,77.3,72.9,8.3,7.6,12.74087157,4.281697126,0.455961661,8.576421727,8.250734826,28.03512844,6,19335,4112,46,17,55.4,53.0,57.7,39.1,37.4,40.7,5752,10.5,9.6,11.5,1549,13.3,11.4,15.2,1964,15.6,14.4,16.7,2297,3.7,3.4,4.0,544,6
39126,5171,5102,4550,4669,4627,5248,5038,3036,1685,207.6,188.2,79.9,75.0,7.0,6.5,16.94173683,2.713274327,1.142431296,11.67097426,21.87496288,47.21616617,16,40022,9680,161,3,45.9,44.1,47.7,35.9,34.5,37.2,10665,9.3,8.5,10.1,2764,9.5,8.3,10.8,2824,14.8,13.8,15.8,4397,3.7,3.5,3.9,1096,5
21058,2844,2767,2017,2422,2249,2795,2868,1743,1353,302.7,265.0,104.9,96.0,7.4,6.6,10.8082526,6.800192259,0.476613917,12.06546253,13.15754639,35.21313685,0,20825,5688,906,23,38.6,36.1,41.0,31.8,29.9,33.6,5046,7.7,6.9,8.6,1222,6.5,5.5,7.6,1038,10.1,9.2,11.1,1608,3.2,3.0,3.5,505,4
12630,1193,1189,1835,1942,1880,1755,1358,836,642,273.1,236.3,86.6,79.0,7.0,6.3,7.044323533,1.370932148,0.251509356,7.856575062,5.640406552,22.39876359,0,12564,2717,24,25,52.0,49.7,54.1,38.3,36.4,40.0,4005,8.2,7.4,9.0,853,9.4,8.2,10.7,984,12.0,11.1,13.0,1258,3.1,2.9,3.3,322,4
40545,5772,5315,5366,6192,4839,5197,3961,2203,1700,302.7,265.0,104.9,96.0,7.4,6.6,20.81017198,13.09306654,0.917670778,23.23079962,25.33349408,67.79925128,0,39360,7326,112,23,37.9,35.8,40.0,32.8,31.2,34.4,9935,6.0,5.4,6.6,1822,5.5,4.7,6.4,1680,9.0,8.2,9.7,2725,2.7,2.5,2.9,812,4
18365,2462,2589,2150,2001,2124,2290,2275,1543,931,191.3,174.8,65.9,61.2,7.1,6.7,12.82739166,0.65797263,0.608778415,7.249997489,6.745756781,20.79070527,0,18731,4680,956,24,56.0,54.2,57.7,42.5,41.0,43.8,5841,10.1,9.3,10.9,1382,11.1,9.9,12.5,1530,17.0,16.0,17.9,2332,4.2,4.0,4.5,582,6
14523,331,190,374,532,389,1635,15734,8435,3902,253.1,225.8,85.1,77.8,8.1,7.4,174.8595054,36.26174851,3.498406945,109.1198757,75.62643187,307.3426553,21,192120,25156,50,42,45.3,43.6,47.0,36.6,35.2,37.8,2523,5.6,5.1,6.0,1050,7.1,6.3,7.9,43,10.8,10.1,11.4,547,2.5,2.3,2.6,152,3
5239,674,638,549,539,478,733,748,456,424,239.2,214.5,88.2,80.3,6.8,6.2,2.837736903,2.232171995,0.252545007,2.42769071,3.42157751,7.454151004,0,5357,1632,113,27,44.8,42.5,47.3,35.2,33.4,37.1,1416,8.5,7.6,9.5,343,7.6,6.5,8.9,307,11.1,10.1,12.1,448,3.4,3.1,3.7,135,6
1818,213,233,165,189,169,268,264,163,154,227.6,206.5,88.0,80.5,6.8,6.3,1.025296539,0.519516882,0.086794287,0.752425292,1.117086181,2.380910903,0,1875,577,648,16,46.6,44.1,49.3,35.8,33.7,37.8,503,8.7,7.7,9.8,123,8.0,6.6,9.5,112,12.8,11.6,14.0,180,3.4,3.1,3.7,48,6
53577,6407,8382,6312,6018,7211,7569,5847,3926,1905,284.4,240.5,99.6,87.2,7.0,5.8,20.8697105,10.47900837,0.786346134,40.58302962,25.45743045,89.9209932,0,53638,10544,113,13,42.3,40.2,44.3,32.5,31.0,34.1,13096,7.0,6.4,7.8,2836,8.0,6.8,9.3,3209,10.7,9.8,11.5,4300,3.0,2.8,3.2,1195,3
8515,1000,1065,1002,938,1144,1279,1076,714,297,230.9,214.6,77.3,72.9,8.3,7.6,5.591039034,1.878924501,0.200088309,3.763565812,3.620645591,12.3025726,0,8697,2046,744,17,54.0,51.4,56.5,38.9,36.9,40.9,2578,10.2,9.3,11.3,679,12.9,11.2,14.7,852,15.1,13.9,16.3,1000,3.5,3.2,3.8,230,2
4472,576,523,430,513,401,609,714,468,238,227.6,206.5,88.0,80.5,6.8,6.3,2.522071575,1.277931517,0.213500578,1.850850333,2.747859956,5.856674126,0,4905,1307,626,16,48.4,45.9,50.7,40.0,37.9,41.9,1379,9.6,8.7,10.6,332,9.7,8.3,11.2,334,14.0,12.8,15.2,482,3.7,3.4,4.0,127,6
99154,10806,11211,11011,10944,11125,13137,14462,246,296,207.6,188.2,79.9,75.0,7.0,6.5,42.93413519,6.876041575,2.8951754,29.57684869,55.43602897,119.6562833,41,97994,28731,129,3,44.9,42.9,46.7,31.5,30.1,33.0,24952,10.3,9.4,11.4,1050,10.3,8.8,11.9,8149,14.1,12.9,15.1,11133,3.8,3.5,4.1,2980,4
11938,1347,1405,1274,1159,1333,1835,1716,1205,664,263.2,231.8,90.3,81.7,7.3,6.3,6.276161187,2.946067623,0.134549235,5.953803645,5.226396844,16.47106884,0,12176,3671,295,46,51.9,50.0,53.6,37.1,35.6,38.5,3505,10.6,9.8,11.4,1000,11.5,10.3,12.8,1085,17.0,16.0,17.9,1603,4.3,3.2075159235668798,4.6,410,6
7254,734,742,649,743,868,1104,1212,785,417,263.4,231.6,100.1,89.4,10.5,9.2,3.783999841,2.683345959,0.224951158,3.920577329,4.985078346,11.25960887,0,7450,2279,7,48,58.6,56.2,60.8,38.9,36.7,40.9,2290,8.607802547770701,7.812070063694268,9.4543949044586,780,9.095222929936304,7.835095541401274,10.438566878980891,959,18.1,16.6,19.4,1064,4.2,3.9,4.6,249,6
14523,331,190,374,532,389,1635,488,246,296,242.0,224.0,78.1,73.2,6.9,6.1,99.43305205,56.68531325,2.425196391,97.15395183,78.57051924,270.8330765,80,204691,73559,102,2,47.4,45.3,49.2,28.6,27.4,29.8,2523,11.2,10.2,12.4,1050,11.1,9.5,12.9,43,14.2,13.2,15.4,547,4.3,4.0,4.7,152,4
2887,306,337,279,315,269,356,488,359,178,228.7,202.9,79.1,71.9,7.0,6.1,1.321444749,0.913073038,0.039794286,1.366179016,0.93612628,3.509581609,0,3024,937,13,10,59.0,44.65812101910828,60.8,43.0,41.5,44.3,989,8.607802547770701,7.812070063694268,9.4543949044586,308,9.095222929936304,7.835095541401274,10.438566878980891,333,13.073503184713378,12.088089171974522,14.05372611464968,550,3.446242038216561,3.2075159235668798,3.71047770700637,136,6
27259,4190,3434,5276,3617,2579,3007,2697,1657,802,192.6,181.6,73.9,68.9,5.8,5.5,10.69097393,9.603229492,0.699264283,6.04475125,14.32714821,21.67719278,0,26232,4586,25,12,38.5,36.7,40.4,32.4,30.9,33.9,6579,6.7,6.2,7.3,1367,6.9,6.1,7.9,1406,10.7,10.0,11.3,2163,3.0,2.8,3.1,600,5
7032,868,911,763,769,722,941,888,760,410,224.8,199.9,72.9,66.5,6.2,5.4,2.425516548,1.431544767,0.128135874,2.660718152,2.354956066,8.30506666,0,7293,1985,1617,43,51.2,49.6,52.8,38.0,36.6,39.4,2066,10.0,9.4,10.8,546,8.8,7.9,9.7,477,17.1,16.3,17.9,929,4.2,3.9,4.4,226,6
14523,331,190,374,532,389,1635,488,10001,296,306.5,271.0,97.7,87.5,7.6,6.7,93.49617265,31.55517011,1.389647663,119.8147436,45.89226673,265.5243852,36,154952,30141,493,30,47.4,45.9,48.9,39.8,38.6,40.8,2523,8.0,7.4,8.7,1050,8.4,7.5,9.5,43,13.4,12.7,14.1,547,3.5,3.3,3.7,152,4
10535,1453,1373,1472,1268,1131,1358,1298,730,452,191.3,174.8,65.9,61.2,7.1,6.7,7.358375774,0.377443053,0.349223011,4.158928589,3.869673166,11.92649496,0,10942,2193,971,24,57.8,55.8,59.8,35.01929936305733,33.40611464968153,36.594713375796175,3625,9.7,8.9,10.4,770,10.8,9.6,12.1,862,13.073503184713378,12.088089171974522,14.05372611464968,1526,3.446242038216561,3.2075159235668798,4.8,358,6
14523,331,190,374,532,389,1635,488,246,296,370.0,325.3,117.5,106.6,10.1,8.6,392.8468356,183.4889508,6.617634291,786.8968775,170.2536822,1552.737646,237,633704,128527,1407,39,39.8,38.2,41.4,29.2,28.1,30.3,2523,6.7,6.1,7.3,1050,7.4,6.4,8.5,43,11.5,10.7,12.2,547,2.9,2.8,3.1,152,1
35438,6384,6240,4316,5380,4103,3411,3079,1648,877,216.2,199.9,65.3,62.2,5.8,5.4,13.5312386,8.946088156,0.605374386,10.88552832,11.7935899,41.43451356,4,36343,4899,1670,44,45.3,43.4,47.1,36.2,34.9,37.4,8574,6.1,5.6,6.7,1445,6.4,5.6,7.3,1527,10.7,10.0,11.5,2542,2.8,2.6,3.0,663,5
48271,5071,5869,6105,5544,6255,6952,6193,4063,2219,230.8,212.0,80.3,74.4,6.5,6.1,24.90777073,6.095298659,0.952164998,18.97837961,23.97003248,62.79960962,10,48649,12162,33,14,49.5,46.9,51.7,36.4,34.6,38.4,13975,8.8,8.0,9.7,3372,10.7,9.2,12.2,4090,13.3,12.3,14.4,5096,3.3,3.1,3.6,1268,5
11534,1223,1292,1236,1188,1299,1683,1697,1182,734,284.4,240.5,99.6,87.2,7.0,5.8,4.492809244,2.25590986,0.169283766,8.736671774,5.480448753,19.35809649,0,11925,3583,47,13,48.7,46.2,51.1,35.4,33.4,37.3,3268,8.7,7.9,9.6,807,9.5,8.2,10.9,876,11.9,10.9,12.9,1098,3.4,3.2,3.7,314,3
14523,14108,190,374,532,389,1635,488,246,296,352.1,302.9,105.7,93.7,8.6,7.1,147.0786822,73.76701706,1.457126263,177.0863761,35.65405825,392.2857111,24,164110,41372,280,6,46.79391719745223,44.65812101910828,48.838694267515926,27.1,25.7,28.6,2523,6.3,5.6,7.1,1050,5.9,4.8,7.0,7922,9.0,8.1,9.8,12051,2.7,2.5,2.9,152,2
2585,266,252,227,240,196,387,386,291,340,237.6,217.1,87.0,79.6,10.5,9.7,1.554243846,0.772020466,0.132637877,1.193740897,1.996370105,3.071077009,0,2680,1056,404,34,47.6,44.8,50.4,31.1,29.1,33.0,654,11.1,9.7,12.8,234,9.1,7.4,11.1,190,13.9,12.5,15.5,292,4.1,3.7,4.6,85,6
6401,883,874,646,663,604,803,887,602,439,218.2,193.1,84.8,77.9,6.9,6.5,3.898021796,1.729975334,0.239316635,2.59192084,4.382739386,8.28887361,0,6405,1872,439,15,54.7,52.3,56.9,42.5,40.5,44.4,2030,9.8,8.8,10.8,467,9.4,8.0,10.8,448,13.4,12.3,14.5,639,3.7,3.4,4.1,178,6
14523,331,190,374,532,389,1635,488,246,296,279.6,243.8,96.2,87.1,7.2,6.2,74.30056244,38.16255046,1.730498373,107.7970337,73.25937122,283.2955985,28,185015,49939,174,4,37.1,35.0,39.2,35.01929936305733,33.40611464968153,36.594713375796175,2523,6.8,6.1,7.6,1050,6.6,5.5,7.9,43,10.1,9.2,11.0,547,3.1,2.9,3.3,152,2
28047,4094,4078,3680,3476,3052,3469,3169,1944,1085,279.6,243.8,96.2,87.1,7.2,6.2,10.92893713,5.613364168,0.254540576,15.85596348,10.77578737,41.67020658,0,27935,6019,176,4,40.6,38.9,42.3,30.6,29.3,31.9,6302,7.5,6.9,8.2,1551,7.9,6.9,9.0,1635,12.1,11.4,12.8,2494,3.5,3.3,3.7,717,6
60922,6829,8422,9529,7447,6585,7202,7363,4640,2905,278.8,246.3,100.6,91.7,6.9,6.1,24.55283388,15.42535629,0.743780282,30.30096193,35.70953811,89.87614561,28,59862,13443,1775,47,39.5,37.7,41.3,32.3,31.0,33.8,15550,6.9,6.2,7.6,3321,6.5,5.4,7.6,3111,10.4,9.5,11.2,4987,3.0,2.8,3.3,1462,4
10840,1406,1397,1120,1142,1163,1437,1460,976,739,239.2,214.5,88.2,80.3,6.8,6.2,5.871553356,4.618580726,0.522540155,5.023127943,7.079576295,15.42336264,0,10836,3058,236,27,49.0,46.8,51.1,38.5,36.8,40.2,3173,8.5,7.6,9.4,700,7.8,6.5,9.0,640,11.5,10.4,12.5,948,3.3,3.1,3.6,275,6
23365,2117,2537,2183,2128,2289,3554,4234,2878,1445,287.0,249.7,97.8,87.6,7.9,6.7,10.33155044,8.842591699,0.336593498,17.33222772,14.07849056,47.45734583,0,23133,8100,835,22,49.5,46.7,52.0,35.9,33.8,37.9,6866,10.1,8.9,11.3,1931,10.6,8.7,12.6,2033,12.8,11.4,14.1,2445,3.7,3.4,4.0,709,6
