,TOT_POP,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,Physicians,Patient Care,Primary Care,Patient Care Primary Care,General Surgeons,Patient Care General Surgeons,nurse practitioners,physician assistants,Total Hospitals (2019),Internal Medicine,Medicine/General,Specialist,ICU Beds_x,Total Population,Population Aged 60+,COUNTY_NAME,STATE_NAME,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,Heart disease_number,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code
1105,14523,331,51897,51523,53853,51324,44832,34519,22300,10185,265.2,240.7,86.8,80.1,6.9,6.0,213.5446264,105.2692078,3.749124914,200.3276653,143.0541672,502.8146653,66,325168,57062,323,9,47.3,45.7,48.9,131691,35.3,34.2,36.5,98189,7.0,6.6,7.5,19579,7.3,6.6,8.1,20420,13.6,12.9,14.4,37851,3.3,3.1,3.4,9096,2
1106,14523,331,163691,170402,172925,177484,199269,182752,153797,113753,265.2,240.7,86.8,80.1,6.9,6.0,862.2916811,425.0763117,15.13893971,808.9216863,577.6517087,2030.362038,401,1426772,414928,324,9,41.2,39.4,42.9,494930,29.3,28.2,30.4,352328,8.7,7.8,9.6,104031,8.5,7.3,9.9,102154,13.6,12.7,14.6,163990,3.6,3.4,3.9,43465,2
1107,14523,331,62528,56540,62930,68361,73819,69478,57166,30657,265.2,240.7,86.8,80.1,6.9,6.0,313.1473321,154.3694737,5.497813194,293.7656405,209.7783099,737.3403566,166,498136,142985,325,9,48.9,47.0,50.6,210442,32.5,31.2,33.7,139743,9.4,8.5,10.3,40301,10.1,8.6,11.6,43276,12.8,11.8,13.7,54844,3.5,3.3,3.8,15181,2
1108,14523,331,89447,109203,112113,112586,148023,146525,105118,67251,265.2,240.7,86.8,80.1,6.9,6.0,565.955062,278.9938667,9.936266055,530.9262899,379.1349444,1332.604383,279,949842,293786,326,9,42.8,40.8,44.8,350213,30.7,29.5,32.0,251006,9.3,8.4,10.3,76128,9.3,7.9,10.8,76252,12.5,11.4,13.5,101883,3.5,3.3,3.8,28809,1
1109,14523,331,89949,90629,87852,83677,85916,84657,67138,34449,265.2,240.7,86.8,80.1,6.9,6.0,410.8576793,202.5368803,7.213278026,385.4283812,275.234756,967.4102784,145,652256,169578,149,9,47.0,45.4,48.6,259132,33.2,32.2,34.2,183105,9.3,8.5,10.1,51440,10.0,8.7,11.4,55051,13.7,12.9,14.6,75763,3.7,3.5,3.9,20347,3
1110,14523,331,33440,23184,29577,34787,36219,34852,23488,10936,265.2,240.7,86.8,80.1,6.9,6.0,147.5476786,72.73527555,2.590440636,138.4154801,98.84261966,347.4174831,47,226578,57092,328,9,38.7,36.5,40.9,77011,26.3,24.7,27.7,52362,7.5,6.7,8.4,14980,7.7,6.5,9.1,15354,10.3,9.5,11.3,20588,2.9,2.7,3.2,5862,2
1111,14523,331,36540,35780,35532,36633,43338,44409,35678,19920,265.2,240.7,86.8,80.1,6.9,6.0,186.3506041,91.86361089,3.271689408,174.8167681,124.8368124,438.7833034,69,298763,87591,329,9,47.1,45.5,48.6,121516,33.8,32.7,34.8,87148,9.7,8.9,10.6,24957,10.1,8.8,11.5,26088,14.9,14.0,15.8,38342,3.9,3.7,4.2,10065,3
1112,14523,331,22377,22475,24495,23250,25865,21216,13087,5807,265.2,240.7,86.8,80.1,6.9,6.0,104.076239,51.30554405,1.827228469,97.63462715,69.72097566,245.059125,16,166778,34353,330,9,47.7,45.4,49.6,66726,31.0,29.6,32.3,43399,7.7,7.0,8.4,10776,8.6,7.3,10.0,12054,11.1,10.2,12.0,15533,2.9,2.7,3.1,4017,3
1113,14523,331,36362,35694,34992,40075,56677,74386,71206,46075,265.2,240.7,86.8,80.1,6.9,6.0,247.6244895,122.0692568,4.347452607,232.2982165,165.8843668,583.0595079,118,404839,174026,331,9,41.9,39.6,44.2,153224,22.5,21.2,23.6,82373,10.7,9.5,12.0,39011,10.1,8.4,12.2,37132,13.1,11.9,14.4,48127,4.0,3.7,4.4,14590,3
1114,14523,331,56823,63396,67068,63619,64109,52397,31388,17439,265.2,240.7,86.8,80.1,6.9,6.0,271.482947,133.8305498,4.76632682,254.6799976,181.8672169,639.2369099,38,449260,92794,332,9,38.9,37.3,40.6,143658,27.8,26.6,28.9,102727,6.5,5.9,7.0,23900,6.9,6.0,7.9,25343,10.9,10.2,11.6,40347,2.8,2.7,3.0,10485,2
1115,14523,331,57300,65340,59465,59901,77258,82144,59955,33637,265.2,240.7,86.8,80.1,6.9,6.0,317.7363452,156.6316789,5.578380817,298.0706248,212.8525031,748.1457001,148,518660,160876,335,9,47.6,45.8,49.3,214418,35.0,33.6,36.2,157746,9.6,8.7,10.5,43089,10.1,8.7,11.5,45373,14.1,13.1,15.1,63668,3.7,3.5,4.0,16623,3
1116,14523,331,21016,22450,18950,17347,18980,17307,10235,5713,228.7,202.9,79.1,71.9,7.0,6.1,70.07502038,48.41943776,2.110255027,72.4472381,49.64193032,186.1099399,117,153923,31993,3,10,50.1,48.2,51.9,57876,38.2,36.9,39.6,44110,7.9,7.3,8.6,9146,8.8,7.7,9.9,10157,16.4,15.4,17.4,18916,3.8,3.6,4.1,4419,4
1117,118121,331,17464,19104,14757,14617,14486,11967,7334,3302,228.7,202.9,79.1,71.9,7.0,6.1,54.06663498,37.35819202,1.628174885,55.89692813,38.30141057,143.5937961,18,114898,20423,115,10,44.1,42.2,45.9,39735,32.8,31.5,34.1,29535,7.2,6.6,7.8,6456,8.6,7.4,9.8,7702,12.7,11.9,13.6,11447,3.1,2.9,3.3,2796,2
1118,14523,331,35722,47696,41597,32922,34779,31867,19550,10129,228.7,202.9,79.1,71.9,7.0,6.1,132.3710475,91.46385775,3.98625169,136.8521442,93.77313459,351.5599077,78,285506,56014,357,10,39.1,37.6,40.6,89155,32.0,30.7,33.1,72933,6.4,5.9,6.9,14538,7.0,6.1,7.8,15929,12.6,11.9,13.4,28675,3.1,2.9,3.3,7079,3
1119,14523,331,36466,29193,32786,37795,35883,27331,16788,6123,228.7,202.9,79.1,71.9,7.0,6.1,116.3297061,80.37984053,3.503179104,120.2677626,82.40926843,308.9562371,15,235896,42210,9,10,37.4,35.4,39.4,71867,28.5,26.9,29.9,54736,5.8,5.2,6.4,11142,6.4,5.4,7.6,12361,10.0,9.1,10.8,19193,2.6,2.4,2.8,4965,2
1120,14523,12941,18182,35881,16912,12495,11269,10656,5965,3029,228.7,202.9,79.1,71.9,7.0,6.1,58.28180114,40.27072739,1.755111353,60.25478838,41.28748155,154.7887171,104,123554,17345,12,10,36.3,34.5,38.3,38230,29.3,27.9,30.8,30865,5.5,5.1,5.9,5766,6.6,5.7,7.5,6938,10.3,9.7,11.0,10875,2.8,2.6,2.9,2926,4
1121,14523,331,44374,45119,40559,37644,35869,25729,11602,4308,228.7,202.9,79.1,71.9,7.0,6.1,132.5632909,91.59669137,3.992040953,137.0508956,93.909322,352.0704807,34,274150,36959,360,10,48.4,46.5,50.3,101186,40.6,39.1,42.1,84877,6.1,5.6,6.5,12677,7.3,6.4,8.2,15181,15.3,14.3,16.4,32077,3.4,3.2,3.6,7077,2
1122,14523,331,102710,104970,108915,108007,102384,75450,41049,18203,228.7,202.9,79.1,71.9,7.0,6.1,346.4341115,239.3740995,10.43259526,358.1617875,245.4178098,920.0829528,119,739072,120689,362,10,35.4,34.0,36.8,204702,27.9,26.8,29.0,161351,5.3,4.8,5.7,30401,5.7,4.9,6.5,32770,10.0,9.3,10.6,57758,2.6,2.5,2.7,15020,2
1123,14523,331,21915,19259,22549,20643,19577,16242,9123,4246,228.7,202.9,79.1,71.9,7.0,6.1,70.62245644,48.79769732,2.126740641,73.01320627,50.02974017,187.5638573,0,143723,26092,119,10,38.2,36.4,39.9,43934,29.9,28.6,31.3,34428,5.8,5.3,6.4,6655,6.2,5.3,7.1,7109,10.6,9.8,11.3,12148,2.6,2.5,2.8,3003,3
1124,14523,331,20854,17504,18656,20528,21264,15349,9481,3887,228.7,202.9,79.1,71.9,7.0,6.1,66.76522925,46.13248551,2.010583228,69.02540212,47.29723717,177.3195746,19,138015,25269,365,10,42.3,40.2,44.1,46518,32.2,30.7,33.6,35452,6.3,5.8,7.0,6983,7.3,6.2,8.5,7992,11.9,11.0,12.8,13075,2.8,2.7,3.0,3125,2
1125,14523,331,90516,112176,119720,101345,95370,76559,39317,19943,228.7,202.9,79.1,71.9,7.0,6.1,346.2935907,239.2770044,10.42836358,358.0165098,245.3182633,919.7097483,168,736066,121505,24,10,40.1,38.4,41.7,233458,29.4,28.3,30.6,170995,5.7,5.3,6.2,33226,6.0,5.1,6.8,34655,13.5,12.6,14.4,78586,3.1,2.9,3.3,17968,2
1126,14523,331,22336,19494,18397,21287,20034,13971,7687,2964,228.7,202.9,79.1,71.9,7.0,6.1,66.52126318,45.96391331,2.003236378,68.77317718,47.12440887,176.6716331,8,140152,22028,240,10,44.5,42.7,46.3,47928,35.2,33.9,36.4,37920,6.1,5.6,6.6,6587,7.1,6.2,8.0,7609,13.0,12.1,13.8,13983,3.0,2.8,3.2,3248,2
1127,113459,11800,17329,11992,11225,14719,17535,15113,9488,4258,228.7,202.9,79.1,71.9,7.0,6.1,51.93273286,35.88373878,1.563914074,53.69078799,36.78973038,137.9264357,37,110306,25277,28,10,36.1,34.3,37.8,31502,29.6,28.3,30.9,25860,6.3,5.7,6.9,5497,6.1,5.2,7.1,5342,11.2,10.4,12.0,9793,2.9,2.7,3.1,2542,2
1128,14523,331,38480,21375,31429,40986,32814,20220,13611,5497,228.7,202.9,79.1,71.9,7.0,6.1,108.3026273,74.83340414,3.261449835,111.9689467,76.72279577,287.6373827,24,211300,33215,380,10,32.5,30.6,34.5,55825,26.2,24.8,27.6,45013,5.1,4.6,5.7,8682,5.2,4.3,6.3,8922,8.9,8.2,9.7,15220,2.3,2.1,2.5,3949,2
1129,14523,331,136568,169167,162683,147080,133488,97019,52679,26992,228.7,202.9,79.1,71.9,7.0,6.1,480.6607659,332.120118,14.47472711,496.9323557,340.5054771,1276.571106,538,1010420,159840,128,10,33.1,31.7,34.6,271695,26.5,25.5,27.5,217487,5.1,4.7,5.5,41504,5.3,4.6,6.1,43493,10.1,9.5,10.8,83072,2.7,2.6,2.9,22450,1
1130,14523,331,144707,122469,127390,137896,125418,83368,40539,17104,228.7,202.9,79.1,71.9,7.0,6.1,424.6662039,293.4297945,12.7884942,439.0422353,300.8383014,1127.856992,82,889954,122430,386,10,38.1,36.8,39.4,258567,32.3,31.3,33.2,219205,5.6,5.2,6.0,37762,5.8,5.1,6.5,39507,11.2,10.6,11.8,75829,2.7,2.5,2.8,17990,2
1131,14523,331,29555,26859,25271,26410,25761,20782,14000,6615,228.7,202.9,79.1,71.9,7.0,6.1,92.52768033,63.93345637,2.786399511,95.65997771,65.54764644,245.7412204,85,192865,36793,388,10,41.7,40.1,43.4,62989,31.3,30.1,32.5,47226,7.6,6.9,8.3,11404,8.3,7.1,9.5,12509,12.6,11.7,13.4,18986,3.1,2.9,3.4,4747,4
1132,14523,331,36779,29945,28642,34215,32769,22217,12276,4785,228.7,202.9,79.1,71.9,7.0,6.1,105.3768653,72.81180287,3.173342776,108.9441403,74.65015317,279.8669477,40,217506,34127,33,10,43.1,41.5,44.7,73749,33.4,32.2,34.6,57204,5.8,5.4,6.2,9929,6.6,5.9,7.5,11361,12.9,12.2,13.7,22156,2.9,2.7,3.0,4928,2
1133,14523,331,21938,21350,22540,19148,20716,15240,8707,4373,228.7,202.9,79.1,71.9,7.0,6.1,71.1616535,49.17026401,2.142978143,73.57065652,50.41171342,188.995893,36,150341,25522,34,10,47.0,45.4,48.7,54414,34.5,33.3,35.7,39935,6.5,6.0,7.1,7542,7.4,6.5,8.4,8559,12.9,12.2,13.7,14904,3.0,2.9,3.2,3488,4
1134,116321,331,17070,24343,14807,12114,12169,10324,6338,3252,228.7,202.9,79.1,71.9,7.0,6.1,53.24273455,36.78890505,1.603363761,55.04513657,37.71775027,141.405626,48,113941,17921,42,10,41.1,39.4,42.6,36330,32.2,31.0,33.4,28482,6.7,6.2,7.2,5894,7.9,7.0,8.8,6984,13.0,12.3,13.7,11501,3.1,3.0,3.3,2785,4
1135,14523,331,25743,30396,28071,22456,22936,19437,11206,6282,228.7,202.9,79.1,71.9,7.0,6.1,88.8713933,61.40708733,2.676293256,91.87991606,62.9574917,236.030608,61,198647,34483,408,10,47.6,46.1,49.1,69475,37.4,36.3,38.5,54622,6.9,6.4,7.4,10041,7.6,6.8,8.5,11067,14.3,13.5,15.1,20949,3.4,3.2,3.6,4922,3
1136,109541,14552,17250,14369,13477,15237,14672,10700,6487,2797,228.7,202.9,79.1,71.9,7.0,6.1,50.13937625,34.64459082,1.509908527,51.8367217,35.51929645,133.1635189,10,105042,18455,145,10,48.3,46.5,49.9,39144,37.6,36.3,38.9,30504,6.8,6.3,7.3,5517,8.0,7.1,8.9,6492,14.1,13.2,14.9,11412,3.3,3.1,3.5,2665,2
1137,14523,331,25032,21241,22461,25179,22527,14603,8035,3066,228.7,202.9,79.1,71.9,7.0,6.1,75.08662362,51.88228386,2.261175581,77.62849686,53.19220627,199.420092,8,152399,21365,411,10,42.5,40.7,44.4,51513,33.0,31.5,34.4,39996,5.7,5.2,6.2,6899,7.0,6.1,8.0,8429,10.4,9.8,11.1,12599,2.6,2.5,2.8,3196,2
1138,14523,331,26266,34907,27563,21408,24529,22269,12132,6189,228.7,202.9,79.1,71.9,7.0,6.1,92.25579318,63.74559168,2.77821184,95.37888649,65.35503854,245.0191242,264,201568,38152,416,10,49.4,47.8,51.0,76746,37.1,35.8,38.3,57687,7.6,7.0,8.2,11777,8.5,7.6,9.6,13230,15.9,15.0,16.9,24796,3.7,3.5,3.9,5705,3
1139,14523,331,23156,21808,24757,22960,25710,31660,17398,9023,314.1,273.7,118.5,104.7,9.4,8.4,58.29322115,22.21367893,3.112744819,106.8237426,69.32931641,255.2450751,24,196325,52582,446,11,38.0,36.8,39.1,59820,25.4,24.6,26.1,39987,7.8,7.4,8.3,12335,6.6,5.9,7.2,10334,12.2,11.6,12.8,19227,3.4,3.3,3.6,5422,5
1140,14523,331,108421,147222,138752,116349,117704,107871,72320,50471,314.1,273.7,118.5,104.7,9.4,8.4,284.2629485,108.3235022,15.17908948,520.9187527,338.0797203,1244.685338,148,990060,218287,447,11,35.3,34.1,36.5,272682,24.1,23.4,24.8,186128,5.9,5.5,6.3,45399,4.4,4.0,4.8,34041,12.3,11.6,13.1,95006,2.9,2.7,3.0,22187,3
1141,14523,331,19358,18063,23023,21241,23025,22483,13072,6746,314.1,273.7,118.5,104.7,9.4,8.4,48.49681131,18.48058101,2.589635556,88.87158384,57.67824647,212.3501156,20,164094,37939,450,11,34.2,33.1,35.3,44759,22.8,22.2,23.5,29836,6.4,6.0,6.8,8376,5.4,4.9,5.9,7107,10.4,9.9,10.9,13553,3.0,2.9,3.1,3947,4
1142,14523,331,66412,61819,68530,62584,57814,51065,29795,14248,192.6,181.6,73.9,68.9,5.8,5.5,184.320564,165.5670183,12.05585085,104.2161329,247.0109884,373.7313762,105,435117,80856,451,12,33.0,31.1,35.0,118252,25.0,23.6,26.3,89557,5.7,5.2,6.4,20591,5.5,4.6,6.4,19566,8.6,7.8,9.4,30933,2.6,2.4,2.8,9295,3
1143,116854,331,18817,15044,16306,12866,12328,11255,6724,3544,192.6,181.6,73.9,68.9,5.8,5.5,45.83011365,41.16716604,2.997609177,25.912666,61.41768137,92.9258845,35,110404,20000,459,12,40.1,37.9,42.0,32431,30.9,29.5,32.4,25002,6.2,5.5,6.8,4982,6.1,5.2,7.1,4974,10.3,9.5,11.2,8372,2.7,2.6,2.9,2221,4
1144,14523,331,35785,30225,29205,27160,24607,21896,14170,6201,192.6,181.6,73.9,68.9,5.8,5.5,87.65625969,78.7377449,5.733330939,49.56146078,117.4695806,177.7332591,41,207027,36810,462,12,43.1,41.4,44.9,68964,33.4,32.0,34.6,53397,7.1,6.5,7.8,11389,7.4,6.4,8.5,11833,11.8,11.0,12.7,18934,3.1,2.9,3.3,4963,3
1145,14523,331,20431,19298,20174,19116,20914,21447,13886,6406,192.6,181.6,73.9,68.9,5.8,5.5,63.34222624,56.89752298,4.143023518,35.81413664,84.88594853,128.4337291,55,150128,36910,470,12,39.9,37.8,42.0,49730,29.7,28.2,31.2,37030,7.3,6.6,8.2,9147,7.0,6.0,8.3,8761,11.0,10.0,12.0,13685,3.0,2.8,3.3,3797,4
1146,14523,331,31427,50502,26162,20759,20904,20310,10757,6847,284.4,240.5,99.6,87.2,7.0,5.8,81.7941359,41.07011619,3.081906793,159.0560559,99.77467232,352.4251062,51,207946,35016,489,13,36.5,34.8,38.4,62310,27.9,26.5,29.2,47583,5.4,5.0,5.9,9177,6.0,5.2,6.8,10215,8.6,8.1,9.3,14748,2.5,2.3,2.6,4186,4
1147,14523,331,623977,769628,783596,657620,652618,554495,316057,194900,284.4,240.5,99.6,87.2,7.0,5.8,2017.944064,1013.241307,76.03375781,3924.073779,2461.542085,8694.683835,1606,5238541,1005046,364,13,39.2,37.9,40.6,1586911,30.0,29.1,30.9,1215246,6.0,5.5,6.4,242072,6.3,5.6,7.2,256526,10.8,10.2,11.4,436733,3.0,2.9,3.2,123364,1
1148,14523,331,121163,115315,122287,119245,132467,110657,60860,34396,284.4,240.5,99.6,87.2,7.0,5.8,361.7108759,181.6206937,13.62884018,703.3793398,441.2245905,1558.497959,257,931826,189208,495,13,33.2,31.5,34.9,238307,25.3,24.1,26.5,181663,5.5,5.0,6.1,39688,5.6,4.7,6.7,40499,8.7,8.0,9.5,62696,2.5,2.4,2.7,18307,2
1149,14523,331,79870,65795,68016,73657,72787,56060,31744,16051,284.4,240.5,99.6,87.2,7.0,5.8,208.0917793,104.4861403,7.840653383,404.6531861,253.8359122,896.601775,103,529402,93411,506,13,40.6,38.7,42.3,161671,31.4,30.1,32.5,125037,6.0,5.4,6.6,23918,6.7,5.6,7.8,26611,10.1,9.4,10.9,40331,2.8,2.6,3.0,11138,2
1150,14523,331,20836,14173,19634,20295,15238,10448,5865,2569,284.4,240.5,99.6,87.2,7.0,5.8,49.82639972,25.01861538,1.877400111,96.89191693,60.77957363,214.6862244,0,122933,16292,508,13,42.5,40.6,44.5,38923,33.5,31.8,35.0,30654,4.8,4.4,5.2,4397,5.5,4.7,6.4,5047,8.4,7.8,9.0,7681,2.3,2.1,2.4,2066,2
1151,14523,331,104899,89983,82253,92591,101384,78455,42089,23538,284.4,240.5,99.6,87.2,7.0,5.8,272.9932797,137.0741997,10.28606555,530.8599924,333.0044963,1176.241848,108,704476,131932,182,13,37.0,35.2,38.8,197045,27.4,26.3,28.5,145753,5.8,5.3,6.4,30857,6.1,5.0,7.2,32426,9.5,8.8,10.3,50762,2.6,2.5,2.8,13964,2
1152,14523,331,43877,35735,37085,41697,48575,36173,19862,9421,284.4,240.5,99.6,87.2,7.0,5.8,120.1964755,60.35253212,4.528861761,233.7328602,146.6188722,517.8886625,33,308043,58774,513,13,40.4,38.3,42.5,95299,32.1,30.4,33.7,75812,6.0,5.4,6.6,14123,6.8,5.7,8.0,15989,9.3,8.5,10.1,21851,2.6,2.4,2.8,6106,2
1153,14523,331,25310,33462,21721,19572,20227,17209,9420,5677,284.4,240.5,99.6,87.2,7.0,5.8,67.32124467,33.80305092,2.536585282,130.9122169,82.12025291,290.0659875,30,173231,29727,514,13,37.1,34.9,39.2,50324,28.6,27.1,30.1,38808,5.5,4.9,6.1,7429,6.1,5.1,7.2,8247,8.2,7.6,9.0,11180,2.4,2.3,2.6,3312,4
1154,14523,331,32601,33282,34517,31922,36907,33073,19241,11701,284.4,240.5,99.6,87.2,7.0,5.8,103.0148106,51.72534919,3.881476845,200.321567,125.6602183,443.8582933,58,266153,60531,44,13,46.7,44.6,48.8,96548,33.6,32.0,35.2,69453,7.2,6.5,7.9,14817,8.3,7.0,9.5,17053,10.6,9.8,11.5,22006,3.0,2.8,3.3,6269,2
1155,14523,331,23324,24091,23376,21091,22321,21396,12992,7933,284.4,240.5,99.6,87.2,7.0,5.8,70.35683184,35.32726676,2.650962634,136.8151892,85.82314325,303.1453742,107,186145,40675,522,13,50.9,48.8,52.9,70240,37.3,35.8,38.9,51475,7.3,6.6,8.1,10091,8.1,6.9,9.3,11113,11.3,10.5,12.2,15659,3.2,3.0,3.4,4357,3
1156,14523,331,17747,17842,17649,16428,18198,18700,11827,7211,284.4,240.5,99.6,87.2,7.0,5.8,55.88822541,28.06235296,2.105802569,108.6796823,68.17395056,240.8047173,58,146205,35994,525,13,48.5,46.6,50.5,54115,34.6,33.1,36.1,38584,7.9,7.1,8.7,8778,8.5,7.3,9.8,9523,11.6,10.8,12.5,12988,3.3,3.1,3.5,3661,3
1157,14523,331,33719,33229,34269,31738,36030,31364,17003,10492,284.4,240.5,99.6,87.2,7.0,5.8,101.6896383,51.05995944,3.831545913,197.7446503,124.0437377,438.1485444,42,264433,54566,57,13,49.2,47.5,50.9,98490,40.3,38.8,41.8,80594,7.2,6.6,7.8,14351,8.1,7.1,9.1,16145,11.9,11.2,12.7,23890,3.3,3.1,3.5,6516,2
1158,14523,331,24851,23640,24941,23537,27109,25284,14552,8542,284.4,240.5,99.6,87.2,7.0,5.8,76.09340213,38.20768852,2.867109853,147.9704662,92.82076496,327.8624443,99,198134,45191,526,13,41.5,39.2,43.9,63122,32.9,31.4,34.5,50008,7.1,6.4,7.9,10861,8.0,6.7,9.4,12115,10.5,9.6,11.5,15971,3.1,2.8,3.3,4656,4
1159,14523,331,16641,14548,17051,16661,17670,16649,10423,6727,284.4,240.5,99.6,87.2,7.0,5.8,51.54538422,25.8817444,1.942169424,100.2346369,62.87643685,222.0927859,8,134695,31973,530,13,45.5,42.8,47.9,46521,32.8,30.8,34.6,33565,7.2,6.4,8.0,7373,8.1,6.8,9.4,8252,10.0,9.1,11.0,10271,2.9,2.7,3.2,3014,3
1160,14523,331,104756,86082,87114,99752,98580,70384,39905,19571,284.4,240.5,99.6,87.2,7.0,5.8,269.673727,135.4074003,10.16098871,524.4048236,328.9552173,1161.938944,92,687727,116816,534,13,40.7,39.0,42.5,211952,33.3,32.1,34.4,173216,5.6,5.1,6.1,29069,6.1,5.2,7.0,31598,9.7,9.0,10.3,50250,2.6,2.4,2.7,13365,2
1161,14523,331,36896,35589,34363,34061,38394,34718,21439,12442,284.4,240.5,99.6,87.2,7.0,5.8,110.6573385,55.56278212,4.169438305,215.1831502,134.9827781,476.7875332,87,287512,65218,536,13,42.7,40.8,44.6,93017,32.9,31.5,34.2,71587,7.8,7.0,8.5,16890,8.6,7.4,9.9,18791,11.9,11.0,12.7,25818,3.3,3.1,3.5,7194,3
1162,14523,331,53038,51922,48872,45311,46186,41125,23124,13041,230.8,212.0,80.3,74.4,6.5,6.1,193.6806085,47.39649991,7.403950281,147.5741908,186.3888393,488.3241754,170,367747,70976,538,14,46.6,44.8,48.5,129933,38.0,36.5,39.4,105999,7.2,6.5,7.9,20005,8.7,7.4,10.0,24136,12.4,11.5,13.4,34603,3.0,2.8,3.2,8368,3
1163,14523,331,31095,26810,25236,24760,25066,21446,12731,7682,230.8,212.0,80.3,74.4,6.5,6.1,106.0686821,25.95657004,4.054754136,80.81862222,102.0753636,267.429466,35,202924,38669,545,14,44.2,42.3,46.1,65888,35.4,34.0,36.7,52744,7.5,6.7,8.3,11210,9.6,8.2,11.1,14325,12.6,11.6,13.5,18736,3.1,2.9,3.4,4647,4
1164,14523,331,50290,35371,46888,48651,44003,31965,17559,8882,230.8,212.0,80.3,74.4,6.5,6.1,170.3239297,41.68077631,6.511079849,129.7776597,163.9115026,429.4353119,10,309687,49209,306,14,36.1,34.1,38.2,86962,27.5,26.0,29.0,66284,5.1,4.6,5.7,12292,5.5,4.6,6.7,13373,9.0,8.3,9.9,21750,2.2,2.1,2.4,5371,2
1165,14523,331,24278,19422,23363,23649,22099,17603,10095,5093,230.8,212.0,80.3,74.4,6.5,6.1,86.17641819,21.08863984,3.29432007,65.66178866,82.93201206,217.2753828,39,158170,28822,549,14,41.2,39.0,43.4,51541,30.7,29.1,32.3,38445,5.9,5.3,6.5,7363,6.8,5.8,8.1,8561,10.1,9.2,11.0,12618,2.5,2.3,2.6,3084,2
1166,14523,331,21441,20258,21367,20532,20046,16449,10043,5208,230.8,212.0,80.3,74.4,6.5,6.1,80.61188877,19.72691747,3.081601308,61.42191699,77.57697839,203.2456136,6,149359,29234,136,14,43.7,41.4,45.9,51408,33.5,31.8,35.2,39367,6.2,5.5,6.8,7238,7.9,6.6,9.1,9235,10.5,9.5,11.4,12335,2.6,2.4,2.8,3087,2
1167,14523,331,65567,60662,60326,60150,64988,59420,33576,20103,230.8,212.0,80.3,74.4,6.5,6.1,249.955421,61.16777607,9.555202889,190.4525667,240.5449939,630.2090633,188,488694,104898,182,14,50.5,49.0,51.9,187428,40.9,39.7,41.9,151828,7.7,7.1,8.4,28767,9.4,8.3,10.5,34844,14.7,13.9,15.5,54466,3.4,3.2,3.6,12591,2
1168,14523,331,122526,152419,141287,112540,116002,96769,49122,28895,230.8,212.0,80.3,74.4,6.5,6.1,492.6084292,120.5485441,18.83125185,375.3410881,474.0624993,1242.006656,526,939964,160942,46,14,43.2,41.7,44.9,311012,33.1,32.0,34.1,238141,6.6,6.0,7.1,47200,8.6,7.5,9.8,62062,12.2,11.5,13.0,88052,3.1,3.0,3.3,22519,1
1169,14523,12732,21473,39526,17426,14227,14540,14162,8205,4626,230.8,212.0,80.3,74.4,6.5,6.1,75.80897336,18.55157327,2.897997244,57.76235416,72.95488516,191.1360909,38,144436,23773,49,14,33.9,31.9,36.1,42062,27.1,25.5,28.7,33591,5.8,5.2,6.4,7128,7.1,6.0,8.4,8780,9.2,8.5,10.0,11462,2.5,2.3,2.7,3070,4
1170,14523,331,22712,21024,21935,21931,23010,21664,11876,6192,230.8,212.0,80.3,74.4,6.5,6.1,87.51027469,21.41505419,3.34531024,66.67811547,84.21565097,220.6384163,32,167391,36197,561,14,43.1,41.1,45.1,56990,33.3,31.8,34.8,44013,7.0,6.3,7.7,9208,8.1,6.8,9.4,10663,12.0,11.1,12.9,15898,2.8,2.6,3.0,3690,2
1171,14523,331,38092,39380,33827,31179,33290,31637,17179,11103,230.8,212.0,80.3,74.4,6.5,6.1,139.7174699,34.19092443,5.341067485,106.457186,134.4573277,352.2676782,74,268613,57385,565,14,44.5,42.7,46.3,92042,35.0,33.6,36.3,72368,7.2,6.5,7.9,14844,9.0,7.8,10.4,18610,12.5,11.6,13.4,25783,3.1,2.9,3.3,6329,3
1172,14523,331,29295,49274,22609,19288,18583,16501,9307,5571,230.8,212.0,80.3,74.4,6.5,6.1,99.61250698,24.37664883,3.807949876,75.89936457,95.86225332,251.1516032,30,186081,28594,571,14,34.3,32.2,36.1,52468,28.2,26.7,29.6,43164,5.4,4.9,5.9,8250,6.9,5.9,8.0,10628,9.5,8.8,10.2,14474,2.4,2.2,2.6,3676,4
1173,14523,331,22361,26046,23765,20311,23515,22731,12285,8178,230.8,212.0,80.3,74.4,6.5,6.1,93.38233931,22.85203496,3.569785343,71.1523124,89.86664162,235.4435697,154,181831,40560,573,14,44.8,42.7,46.9,63600,34.4,32.8,36.0,48823,7.7,6.9,8.4,10873,9.6,8.2,11.1,13588,12.7,11.7,13.7,17973,3.2,3.0,3.4,4493,3
